month,yield,series,mean,median,real_yield,series2
2011-04-30,1.97,Five year,3.3,2.9,-0.9299999999999999,Risk-free rate
2011-05-31,1.68,Five year,3.3,2.9,-1.22,Risk-free rate
2011-06-30,1.76,Five year,3.6,3,-1.24,Risk-free rate
2011-07-31,1.35,Five year,3.3,2.9,-1.5499999999999998,Risk-free rate
2011-08-31,0.96,Five year,3.3,2.9,-1.94,Risk-free rate
2011-09-30,0.96,Five year,3.2,2.8,-1.8399999999999999,Risk-free rate
2011-10-31,0.99,Five year,2.8,2.7,-1.7100000000000002,Risk-free rate
2011-11-30,0.96,Five year,3,2.7,-1.7400000000000002,Risk-free rate
2011-12-31,0.83,Five year,3.2,2.7,-1.87,Risk-free rate
2012-01-31,0.71,Five year,3.1,2.7,-1.9900000000000002,Risk-free rate
2012-02-29,0.87,Five year,3.2,2.9,-2.03,Risk-free rate
2012-03-31,1.04,Five year,3.5,3,-1.96,Risk-free rate
2012-04-30,0.82,Five year,3.4,2.9,-2.08,Risk-free rate
2012-05-31,0.67,Five year,3,2.7,-2.0300000000000002,Risk-free rate
2012-06-30,0.72,Five year,3.2,2.8,-2.08,Risk-free rate
2012-07-31,0.6,Five year,3.1,2.7,-2.1,Risk-free rate
2012-08-31,0.59,Five year,3.2,3,-2.41,Risk-free rate
2012-09-30,0.62,Five year,3,2.8,-2.1799999999999997,Risk-free rate
2012-10-31,0.72,Five year,3.1,2.7,-1.9800000000000002,Risk-free rate
2012-11-30,0.61,Five year,3.2,2.8,-2.19,Risk-free rate
2012-12-31,0.72,Five year,3.2,2.9,-2.1799999999999997,Risk-free rate
2013-01-31,0.88,Five year,3.5,2.9,-2.02,Risk-free rate
2013-02-28,0.77,Five year,3.7,3,-2.23,Risk-free rate
2013-03-31,0.77,Five year,3.4,2.8,-2.03,Risk-free rate
2013-04-30,0.68,Five year,3.5,2.9,-2.2199999999999998,Risk-free rate
2013-05-31,1.05,Five year,3.6,2.9,-1.8499999999999999,Risk-free rate
2013-06-30,1.41,Five year,3.5,2.9,-1.49,Risk-free rate
2013-07-31,1.38,Five year,3.3,2.8,-1.42,Risk-free rate
2013-08-31,1.62,Five year,3.5,2.9,-1.2799999999999998,Risk-free rate
2013-09-30,1.39,Five year,3.6,3,-1.61,Risk-free rate
2013-10-31,1.31,Five year,3.3,2.8,-1.4899999999999998,Risk-free rate
2013-11-30,1.37,Five year,3.5,2.9,-1.5299999999999998,Risk-free rate
2013-12-31,1.75,Five year,3.3,2.7,-0.9500000000000002,Risk-free rate
2014-01-31,1.49,Five year,3.4,2.9,-1.41,Risk-free rate
2014-02-28,1.51,Five year,3.6,2.9,-1.39,Risk-free rate
2014-03-31,1.73,Five year,3.4,2.9,-1.17,Risk-free rate
2014-04-30,1.69,Five year,3.6,2.9,-1.21,Risk-free rate
2014-05-31,1.54,Five year,3.5,2.8,-1.2599999999999998,Risk-free rate
2014-06-30,1.62,Five year,3.4,2.9,-1.2799999999999998,Risk-free rate
2014-07-31,1.76,Five year,3.2,2.7,-0.9400000000000002,Risk-free rate
2014-08-31,1.63,Five year,3.3,2.9,-1.27,Risk-free rate
2014-09-30,1.78,Five year,3.4,2.8,-1.0199999999999998,Risk-free rate
2014-10-31,1.62,Five year,3.2,2.8,-1.1799999999999997,Risk-free rate
2014-11-30,1.49,Five year,2.9,2.6,-1.11,Risk-free rate
2014-12-31,1.65,Five year,3.2,2.8,-1.15,Risk-free rate
2015-01-31,1.18,Five year,3.2,2.8,-1.6199999999999999,Risk-free rate
2015-02-28,1.5,Five year,3.1,2.7,-1.2000000000000002,Risk-free rate
2015-03-31,1.37,Five year,3.2,2.8,-1.4299999999999997,Risk-free rate
2015-04-30,1.43,Five year,3,2.6,-1.1700000000000002,Risk-free rate
2015-05-31,1.49,Five year,3.2,2.8,-1.3099999999999998,Risk-free rate
2015-06-30,1.63,Five year,3.2,2.6,-0.9700000000000002,Risk-free rate
2015-07-31,1.54,Five year,3.3,2.8,-1.2599999999999998,Risk-free rate
2015-08-31,1.54,Five year,3.1,2.7,-1.1600000000000001,Risk-free rate
2015-09-30,1.37,Five year,3,2.7,-1.33,Risk-free rate
2015-10-31,1.52,Five year,3,2.5,-0.98,Risk-free rate
2015-11-30,1.65,Five year,2.9,2.6,-0.9500000000000002,Risk-free rate
2015-12-31,1.76,Five year,3,2.6,-0.8400000000000001,Risk-free rate
2016-01-31,1.33,Five year,3.2,2.7,-1.37,Risk-free rate
2016-02-29,1.22,Five year,2.9,2.5,-1.28,Risk-free rate
2016-03-31,1.21,Five year,3.1,2.7,-1.4900000000000002,Risk-free rate
2016-04-30,1.28,Five year,2.9,2.5,-1.22,Risk-free rate
2016-05-31,1.37,Five year,2.8,2.5,-1.13,Risk-free rate
2016-06-30,1.01,Five year,2.7,2.6,-1.59,Risk-free rate
2016-07-31,1.03,Five year,3,2.6,-1.57,Risk-free rate
2016-08-31,1.19,Five year,2.9,2.5,-1.31,Risk-free rate
2016-09-30,1.14,Five year,2.9,2.6,-1.4600000000000002,Risk-free rate
2016-10-31,1.31,Five year,2.8,2.4,-1.0899999999999999,Risk-free rate
2016-11-30,1.83,Five year,2.9,2.6,-0.77,Risk-free rate
2016-12-31,1.93,Five year,2.6,2.3,-0.3699999999999999,Risk-free rate
2017-01-31,1.9,Five year,2.7,2.6,-0.7000000000000002,Risk-free rate
2017-02-28,1.89,Five year,2.6,2.5,-0.6100000000000001,Risk-free rate
2017-03-31,1.93,Five year,2.7,2.4,-0.47,Risk-free rate
2017-04-30,1.81,Five year,2.7,2.4,-0.5899999999999999,Risk-free rate
2017-05-31,1.75,Five year,2.8,2.4,-0.6499999999999999,Risk-free rate
2017-06-30,1.89,Five year,3,2.5,-0.6100000000000001,Risk-free rate
2017-07-31,1.84,Five year,2.8,2.6,-0.76,Risk-free rate
2017-08-31,1.7,Five year,2.7,2.5,-0.8,Risk-free rate
2017-09-30,1.92,Five year,3.1,2.5,-0.5800000000000001,Risk-free rate
2017-10-31,2.01,Five year,2.8,2.5,-0.4900000000000002,Risk-free rate
2017-11-30,2.14,Five year,2.7,2.4,-0.2599999999999998,Risk-free rate
2017-12-31,2.2,Five year,2.9,2.4,-0.19999999999999973,Risk-free rate
2018-01-31,2.52,Five year,2.6,2.5,0.020000000000000018,Risk-free rate
2018-02-28,2.65,Five year,2.7,2.5,0.1499999999999999,Risk-free rate
2018-03-31,2.56,Five year,2.9,2.5,0.06000000000000005,Risk-free rate
2018-04-30,2.79,Five year,2.9,2.5,0.29000000000000004,Risk-free rate
2018-05-31,2.68,Five year,2.8,2.5,0.18000000000000016,Risk-free rate
2018-06-30,2.73,Five year,2.9,2.6,0.1299999999999999,Risk-free rate
2018-07-31,2.85,Five year,2.8,2.4,0.4500000000000002,Risk-free rate
2018-08-31,2.74,Five year,3,2.6,0.14000000000000012,Risk-free rate
2018-09-30,2.94,Five year,2.8,2.5,0.43999999999999995,Risk-free rate
2018-10-31,2.98,Five year,2.8,2.4,0.5800000000000001,Risk-free rate
2018-11-30,2.84,Five year,2.9,2.6,0.23999999999999977,Risk-free rate
2018-12-31,2.51,Five year,2.8,2.5,0.009999999999999787,Risk-free rate
2019-01-31,2.43,Five year,2.8,2.6,-0.16999999999999993,Risk-free rate
2019-02-28,2.52,Five year,2.7,2.3,0.2200000000000002,Risk-free rate
2019-03-31,2.23,Five year,2.7,2.5,-0.27,Risk-free rate
2019-04-30,2.28,Five year,2.7,2.3,-0.020000000000000018,Risk-free rate
2019-05-31,1.93,Five year,3,2.6,-0.6700000000000002,Risk-free rate
2019-06-30,1.76,Five year,2.6,2.3,-0.5399999999999998,Risk-free rate
2019-07-31,1.84,Five year,2.9,2.5,-0.6599999999999999,Risk-free rate
2019-08-31,1.39,Five year,2.7,2.6,-1.2100000000000002,Risk-free rate
2019-09-30,1.55,Five year,2.7,2.4,-0.8499999999999999,Risk-free rate
2019-10-31,1.51,Five year,2.6,2.3,-0.7899999999999998,Risk-free rate
2019-11-30,1.62,Five year,2.8,2.5,-0.8799999999999999,Risk-free rate
2019-12-31,1.69,Five year,2.6,2.2,-0.5100000000000002,Risk-free rate
2020-01-31,1.32,Five year,2.8,2.5,-1.18,Risk-free rate
2020-02-29,0.89,Five year,2.7,2.3,-1.4099999999999997,Risk-free rate
2020-03-31,0.37,Five year,2.6,2.3,-1.9299999999999997,Risk-free rate
2020-04-30,0.36,Five year,2.7,2.5,-2.14,Risk-free rate
2020-05-31,0.3,Five year,2.9,2.7,-2.4000000000000004,Risk-free rate
2020-06-30,0.29,Five year,2.6,2.5,-2.21,Risk-free rate
2020-07-31,0.21,Five year,2.8,2.6,-2.39,Risk-free rate
2020-08-31,0.28,Five year,2.9,2.7,-2.42,Risk-free rate
2020-09-30,0.28,Five year,3,2.7,-2.42,Risk-free rate
2020-10-31,0.38,Five year,2.6,2.4,-2.02,Risk-free rate
2020-11-30,0.36,Five year,2.9,2.5,-2.14,Risk-free rate
2020-12-31,0.36,Five year,2.9,2.5,-2.14,Risk-free rate
2021-01-31,0.45,Five year,3,2.7,-2.25,Risk-free rate
2021-02-28,0.75,Five year,3.2,2.7,-1.9500000000000002,Risk-free rate
2021-03-31,0.92,Five year,3.4,2.8,-1.88,Risk-free rate
2021-04-30,0.86,Five year,3,2.7,-1.8400000000000003,Risk-free rate
2021-05-31,0.79,Five year,3.5,3,-2.21,Risk-free rate
2021-06-30,0.87,Five year,3.4,2.8,-1.9299999999999997,Risk-free rate
2021-07-31,0.69,Five year,3.5,2.8,-2.11,Risk-free rate
2021-08-31,0.77,Five year,3.9,2.9,-2.13,Risk-free rate
2021-09-30,0.98,Five year,3.8,3,-2.02,Risk-free rate
2021-10-31,1.18,Five year,3.4,2.9,-1.72,Risk-free rate
2021-11-30,1.14,Five year,3.8,3,-1.86,Risk-free rate
2021-12-31,1.26,Five year,3.6,2.9,-1.64,Risk-free rate
2022-01-31,1.62,Five year,3.6,3.1,-1.48,Risk-free rate
2022-02-28,1.71,Five year,3.5,3,-1.29,Risk-free rate
2022-03-31,2.42,Five year,3.6,3,-0.5800000000000001,Risk-free rate
2022-04-30,2.92,Five year,3.8,3,-0.08000000000000007,Risk-free rate
2022-05-31,2.81,Five year,3.5,3,-0.18999999999999995,Risk-free rate
2022-06-30,3.01,Five year,4,3.1,-0.0900000000000003,Risk-free rate
2022-07-31,2.7,Five year,3.4,2.9,-0.19999999999999973,Risk-free rate
2022-08-31,3.3,Five year,3.8,2.9,0.3999999999999999,Risk-free rate
2022-09-30,4.06,Five year,3.5,2.7,1.3599999999999994,Risk-free rate
2022-10-31,4.27,Five year,3.8,2.9,1.3699999999999997,Risk-free rate
2022-11-30,3.82,Five year,4,3,0.8199999999999998,Risk-free rate
2022-12-31,3.99,Five year,4.3,2.9,1.0900000000000003,Risk-free rate
2023-01-31,3.63,Five year,3.8,2.9,0.73,Risk-free rate
2023-02-28,4.18,Five year,4,2.9,1.2799999999999998,Risk-free rate
2023-03-31,3.6,Five year,3.9,2.9,0.7000000000000002,Risk-free rate
2023-04-30,3.51,Five year,4.3,3,0.5099999999999998,Risk-free rate
2023-05-31,3.74,Five year,4.3,3.1,0.6400000000000001,Risk-free rate
2023-06-30,4.13,Five year,4.2,3,1.13,Risk-free rate
2023-07-31,4.18,Five year,4.2,3,1.1799999999999997,Risk-free rate
2023-08-31,4.23,Five year,4.3,3,1.2300000000000004,Risk-free rate
1980-02-29,12.72,Ten year,10.9,9.7,3.0200000000000014,Risk-free rate
1980-08-31,11.55,Ten year,9,8.7,2.8500000000000014,Risk-free rate
1980-09-30,11.86,Ten year,9.8,9.3,2.5599999999999987,Risk-free rate
1981-01-31,12.68,Ten year,7.7,7.4,5.279999999999999,Risk-free rate
1981-02-28,13.43,Ten year,7.8,6.7,6.7299999999999995,Risk-free rate
1981-03-31,13.13,Ten year,7,5.9,7.23,Risk-free rate
1981-07-31,14.67,Ten year,7.4,5.8,8.870000000000001,Risk-free rate
1981-08-31,15.41,Ten year,7.7,6.7,8.71,Risk-free rate
1981-09-30,15.84,Ten year,8.4,6.5,9.34,Risk-free rate
1982-01-31,14.14,Ten year,7.5,6.1,8.040000000000001,Risk-free rate
1982-02-28,14.03,Ten year,6.8,5.9,8.129999999999999,Risk-free rate
1982-03-31,14.18,Ten year,6.1,5,9.18,Risk-free rate
1982-07-31,13.68,Ten year,7,5.3,8.379999999999999,Risk-free rate
1982-08-31,12.81,Ten year,7.6,5.4,7.41,Risk-free rate
1982-09-30,11.73,Ten year,6.6,5.1,6.630000000000001,Risk-free rate
1983-01-31,10.8,Ten year,6.2,5,5.800000000000001,Risk-free rate
1983-02-28,10.27,Ten year,6,4.8,5.47,Risk-free rate
1983-03-31,10.62,Ten year,5.6,4.9,5.719999999999999,Risk-free rate
1983-07-31,11.76,Ten year,6.2,5,6.76,Risk-free rate
1983-08-31,11.98,Ten year,7,4.9,7.08,Risk-free rate
1983-09-30,11.44,Ten year,6.6,5,6.4399999999999995,Risk-free rate
1984-01-31,11.67,Ten year,6.6,4.9,6.77,Risk-free rate
1984-02-29,12.04,Ten year,6.9,5,7.039999999999999,Risk-free rate
1984-03-31,12.53,Ten year,6.8,5,7.529999999999999,Risk-free rate
1984-07-31,12.91,Ten year,6.6,5.1,7.8100000000000005,Risk-free rate
1984-08-31,12.79,Ten year,6.6,4.9,7.889999999999999,Risk-free rate
1984-09-30,12.47,Ten year,6.6,4.9,7.57,Risk-free rate
1985-01-31,11.17,Ten year,6.2,4.7,6.47,Risk-free rate
1985-02-28,11.91,Ten year,7.1,4.8,7.11,Risk-free rate
1985-03-31,11.65,Ten year,5.8,4.7,6.95,Risk-free rate
1985-07-31,10.57,Ten year,6.2,4.6,5.970000000000001,Risk-free rate
1985-08-31,10.28,Ten year,5.7,4.7,5.579999999999999,Risk-free rate
1985-09-30,10.31,Ten year,6.7,4.7,5.61,Risk-free rate
1986-03-31,7.39,Ten year,5.2,3.8,3.59,Risk-free rate
1986-06-30,7.35,Ten year,5.1,3.9,3.4499999999999997,Risk-free rate
1986-09-30,7.45,Ten year,5.4,4,3.45,Risk-free rate
1986-12-31,7.23,Ten year,4.9,3.8,3.4300000000000006,Risk-free rate
1987-03-31,7.51,Ten year,5.2,3.9,3.61,Risk-free rate
1987-06-30,8.38,Ten year,5.5,4.3,4.080000000000001,Risk-free rate
1987-09-30,9.63,Ten year,5,3.4,6.23,Risk-free rate
1987-12-31,8.83,Ten year,5.3,4.1,4.73,Risk-free rate
1990-04-30,9.04,Ten year,5,4,5.039999999999999,Risk-free rate
1990-05-31,8.6,Ten year,5.2,4.3,4.3,Risk-free rate
1990-06-30,8.43,Ten year,5.5,4.6,3.83,Risk-free rate
1990-07-31,8.36,Ten year,4.9,4.2,4.159999999999999,Risk-free rate
1990-08-31,8.86,Ten year,5.8,4.6,4.26,Risk-free rate
1990-09-30,8.82,Ten year,5.6,4.7,4.12,Risk-free rate
1990-10-31,8.65,Ten year,5.9,4.6,4.050000000000001,Risk-free rate
1990-11-30,8.26,Ten year,5.7,4.6,3.66,Risk-free rate
1990-12-31,8.08,Ten year,5.8,4.5,3.58,Risk-free rate
1991-01-31,8.03,Ten year,5.6,4.6,3.4299999999999997,Risk-free rate
1991-02-28,8.02,Ten year,6,4.6,3.42,Risk-free rate
1991-03-31,8.05,Ten year,6.2,4.6,3.450000000000001,Risk-free rate
1991-04-30,8.02,Ten year,5.1,4.2,3.8199999999999994,Risk-free rate
1991-05-31,8.06,Ten year,5.4,4.4,3.66,Risk-free rate
1991-06-30,8.24,Ten year,5.8,4.5,3.74,Risk-free rate
1991-07-31,8.2,Ten year,5.4,4.2,3.999999999999999,Risk-free rate
1991-08-31,7.82,Ten year,5.4,4,3.8200000000000003,Risk-free rate
1991-09-30,7.47,Ten year,4.5,3.9,3.57,Risk-free rate
1991-10-31,7.47,Ten year,5.1,3.7,3.7699999999999996,Risk-free rate
1991-11-30,7.38,Ten year,5.3,3.8,3.58,Risk-free rate
1991-12-31,6.71,Ten year,4.7,3.8,2.91,Risk-free rate
1992-01-31,7.31,Ten year,5.3,3.6,3.7099999999999995,Risk-free rate
1992-02-29,7.27,Ten year,4.5,3.4,3.8699999999999997,Risk-free rate
1992-03-31,7.54,Ten year,4.5,3.6,3.94,Risk-free rate
1992-04-30,7.61,Ten year,4.8,3.9,3.7100000000000004,Risk-free rate
1992-05-31,7.33,Ten year,5.4,4,3.33,Risk-free rate
1992-06-30,7.14,Ten year,4.6,3.4,3.7399999999999998,Risk-free rate
1992-07-31,6.72,Ten year,4.6,3.7,3.0199999999999996,Risk-free rate
1992-08-31,6.62,Ten year,5,4.2,2.42,Risk-free rate
1992-09-30,6.37,Ten year,5,3.5,2.87,Risk-free rate
1992-10-31,6.8,Ten year,5.1,3.7,3.0999999999999996,Risk-free rate
1992-11-30,6.95,Ten year,5.4,3.7,3.25,Risk-free rate
1992-12-31,6.7,Ten year,5.2,3.4,3.3000000000000003,Risk-free rate
1993-01-31,6.39,Ten year,4.8,3.4,2.9899999999999998,Risk-free rate
1993-02-28,6.03,Ten year,5.9,4.1,1.9300000000000006,Risk-free rate
1993-03-31,6.03,Ten year,4.9,3.6,2.43,Risk-free rate
1993-04-30,6.05,Ten year,4.7,3.5,2.55,Risk-free rate
1993-05-31,6.16,Ten year,5.6,3.5,2.66,Risk-free rate
1993-06-30,5.8,Ten year,5.2,3.8,2,Risk-free rate
1993-07-31,5.83,Ten year,5,3.5,2.33,Risk-free rate
1993-08-31,5.45,Ten year,4.6,3.3,2.1500000000000004,Risk-free rate
1993-09-30,5.4,Ten year,4.5,3.3,2.1000000000000005,Risk-free rate
1993-10-31,5.43,Ten year,4.7,3.5,1.9299999999999997,Risk-free rate
1993-11-30,5.83,Ten year,4.4,3.4,2.43,Risk-free rate
1993-12-31,5.83,Ten year,4.8,3.6,2.23,Risk-free rate
1994-01-31,5.7,Ten year,4.8,3.2,2.5,Risk-free rate
1994-02-28,6.15,Ten year,4.6,3.3,2.8500000000000005,Risk-free rate
1994-03-31,6.77,Ten year,5.3,3.4,3.3699999999999997,Risk-free rate
1994-04-30,7.06,Ten year,5,3.2,3.8599999999999994,Risk-free rate
1994-05-31,7.17,Ten year,4.5,3.4,3.77,Risk-free rate
1994-06-30,7.34,Ten year,4.8,3.4,3.94,Risk-free rate
1994-07-31,7.12,Ten year,4.6,3.2,3.92,Risk-free rate
1994-08-31,7.19,Ten year,5.4,3.5,3.6900000000000004,Risk-free rate
1994-09-30,7.62,Ten year,4.8,3.2,4.42,Risk-free rate
1994-10-31,7.81,Ten year,4.6,3.3,4.51,Risk-free rate
1994-11-30,7.91,Ten year,4.1,3.2,4.71,Risk-free rate
1994-12-31,7.84,Ten year,4.2,3.2,4.64,Risk-free rate
1995-01-31,7.6,Ten year,3.9,3.2,4.3999999999999995,Risk-free rate
1995-02-28,7.22,Ten year,4,3.2,4.02,Risk-free rate
1995-03-31,7.2,Ten year,4.3,3.3,3.9000000000000004,Risk-free rate
1995-04-30,7.07,Ten year,4.4,3.5,3.5700000000000003,Risk-free rate
1995-05-31,6.3,Ten year,4.1,3.2,3.0999999999999996,Risk-free rate
1995-06-30,6.21,Ten year,4.4,3.1,3.11,Risk-free rate
1995-07-31,6.45,Ten year,4.3,3.2,3.25,Risk-free rate
1995-08-31,6.28,Ten year,4.1,3.1,3.18,Risk-free rate
1995-09-30,6.17,Ten year,4.4,3.1,3.07,Risk-free rate
1995-10-31,6.03,Ten year,3.7,3.2,2.83,Risk-free rate
1995-11-30,5.76,Ten year,3.9,3.1,2.6599999999999997,Risk-free rate
1995-12-31,5.58,Ten year,3.9,3.1,2.48,Risk-free rate
1996-01-31,5.6,Ten year,4.2,3.2,2.3999999999999995,Risk-free rate
1996-02-29,6.13,Ten year,4.2,3.3,2.83,Risk-free rate
1996-03-31,6.34,Ten year,4.3,3.2,3.1399999999999997,Risk-free rate
1996-04-30,6.66,Ten year,4.1,3,3.66,Risk-free rate
1996-05-31,6.85,Ten year,4.8,3.3,3.55,Risk-free rate
1996-06-30,6.73,Ten year,4,3.1,3.6300000000000003,Risk-free rate
1996-07-31,6.8,Ten year,4.3,3.2,3.5999999999999996,Risk-free rate
1996-08-31,6.96,Ten year,4.6,3.3,3.66,Risk-free rate
1996-09-30,6.72,Ten year,4.1,3.2,3.5199999999999996,Risk-free rate
1996-10-31,6.37,Ten year,4.1,3,3.37,Risk-free rate
1996-11-30,6.06,Ten year,3.7,3,3.0599999999999996,Risk-free rate
1996-12-31,6.43,Ten year,3.9,3,3.4299999999999997,Risk-free rate
1997-01-31,6.53,Ten year,4,3.2,3.33,Risk-free rate
1997-02-28,6.56,Ten year,3.7,3.1,3.4599999999999995,Risk-free rate
1997-03-31,6.92,Ten year,3.6,3,3.92,Risk-free rate
1997-04-30,6.72,Ten year,3.6,2.9,3.82,Risk-free rate
1997-05-31,6.67,Ten year,3.8,3,3.67,Risk-free rate
1997-06-30,6.51,Ten year,3.9,3.1,3.4099999999999997,Risk-free rate
1997-07-31,6.02,Ten year,3.4,2.9,3.1199999999999997,Risk-free rate
1997-08-31,6.34,Ten year,3.8,3,3.34,Risk-free rate
1997-09-30,6.12,Ten year,3.6,3.1,3.02,Risk-free rate
1997-10-31,5.84,Ten year,3.6,3,2.84,Risk-free rate
1997-11-30,5.86,Ten year,3.8,3.1,2.7600000000000002,Risk-free rate
1997-12-31,5.75,Ten year,3.9,3.1,2.65,Risk-free rate
1998-01-31,5.53,Ten year,3.4,2.9,2.6300000000000003,Risk-free rate
1998-02-28,5.62,Ten year,3.2,2.9,2.72,Risk-free rate
1998-03-31,5.67,Ten year,3.3,2.8,2.87,Risk-free rate
1998-04-30,5.68,Ten year,3.2,2.7,2.9799999999999995,Risk-free rate
1998-05-31,5.56,Ten year,3.3,2.8,2.76,Risk-free rate
1998-06-30,5.44,Ten year,3.3,2.9,2.5400000000000005,Risk-free rate
1998-07-31,5.5,Ten year,3.1,2.7,2.8,Risk-free rate
1998-08-31,5.05,Ten year,3,2.7,2.3499999999999996,Risk-free rate
1998-09-30,4.44,Ten year,3.4,2.9,1.5400000000000005,Risk-free rate
1998-10-31,4.64,Ten year,3.2,2.8,1.8399999999999999,Risk-free rate
1998-11-30,4.74,Ten year,3.1,2.8,1.9400000000000004,Risk-free rate
1998-12-31,4.65,Ten year,3.2,2.9,1.7500000000000004,Risk-free rate
1999-01-31,4.66,Ten year,3.5,3,1.6600000000000001,Risk-free rate
1999-02-28,5.29,Ten year,3.3,2.8,2.49,Risk-free rate
1999-03-31,5.25,Ten year,3,2.7,2.55,Risk-free rate
1999-04-30,5.36,Ten year,3,2.8,2.5600000000000005,Risk-free rate
1999-05-31,5.64,Ten year,3.5,2.9,2.7399999999999998,Risk-free rate
1999-06-30,5.81,Ten year,3.3,2.8,3.01,Risk-free rate
1999-07-31,5.92,Ten year,3.3,2.9,3.02,Risk-free rate
1999-08-31,5.98,Ten year,3.3,2.8,3.1800000000000006,Risk-free rate
1999-09-30,5.9,Ten year,3.5,2.9,3.0000000000000004,Risk-free rate
1999-10-31,6.02,Ten year,3.2,2.8,3.2199999999999998,Risk-free rate
1999-11-30,6.18,Ten year,3.5,2.9,3.28,Risk-free rate
1999-12-31,6.45,Ten year,3.2,2.9,3.5500000000000003,Risk-free rate
2000-01-31,6.68,Ten year,3.5,3,3.6799999999999997,Risk-free rate
2000-02-29,6.42,Ten year,3.3,2.9,3.52,Risk-free rate
2000-03-31,6.03,Ten year,3.8,3.1,2.93,Risk-free rate
2000-04-30,6.23,Ten year,3.2,2.8,3.4300000000000006,Risk-free rate
2000-05-31,6.29,Ten year,3.4,2.9,3.39,Risk-free rate
2000-06-30,6.03,Ten year,3.3,2.8,3.2300000000000004,Risk-free rate
2000-07-31,6.04,Ten year,3.2,2.8,3.24,Risk-free rate
2000-08-31,5.73,Ten year,3.5,2.9,2.8300000000000005,Risk-free rate
2000-09-30,5.8,Ten year,3.6,3,2.8,Risk-free rate
2000-10-31,5.77,Ten year,3.7,3,2.7699999999999996,Risk-free rate
2000-11-30,5.48,Ten year,3.6,2.9,2.5800000000000005,Risk-free rate
2000-12-31,5.12,Ten year,3.7,3,2.12,Risk-free rate
2001-01-31,5.19,Ten year,3.5,2.9,2.2900000000000005,Risk-free rate
2001-02-28,4.92,Ten year,3.6,3,1.92,Risk-free rate
2001-03-31,4.93,Ten year,3.6,3,1.9299999999999997,Risk-free rate
2001-04-30,5.35,Ten year,3.6,3.1,2.2499999999999996,Risk-free rate
2001-05-31,5.43,Ten year,3.6,3,2.4299999999999997,Risk-free rate
2001-06-30,5.42,Ten year,3.6,3,2.42,Risk-free rate
2001-07-31,5.07,Ten year,3.4,2.9,2.1700000000000004,Risk-free rate
2001-08-31,4.85,Ten year,3.6,3,1.8499999999999996,Risk-free rate
2001-09-30,4.6,Ten year,3.4,2.9,1.6999999999999997,Risk-free rate
2001-10-31,4.3,Ten year,2.8,2.7,1.5999999999999996,Risk-free rate
2001-11-30,4.78,Ten year,3.2,2.8,1.9800000000000004,Risk-free rate
2001-12-31,5.07,Ten year,3.4,3,2.0700000000000003,Risk-free rate
2002-01-31,5.07,Ten year,3,2.7,2.37,Risk-free rate
2002-02-28,4.88,Ten year,3.1,2.8,2.08,Risk-free rate
2002-03-31,5.42,Ten year,3.3,2.8,2.62,Risk-free rate
2002-04-30,5.11,Ten year,3.2,2.8,2.3100000000000005,Risk-free rate
2002-05-31,5.08,Ten year,3.6,3,2.08,Risk-free rate
2002-06-30,4.86,Ten year,3.3,2.8,2.0600000000000005,Risk-free rate
2002-07-31,4.51,Ten year,3.2,2.8,1.71,Risk-free rate
2002-08-31,4.14,Ten year,3.5,2.9,1.2399999999999998,Risk-free rate
2002-09-30,3.63,Ten year,3,2.5,1.13,Risk-free rate
2002-10-31,3.93,Ten year,3.3,2.8,1.1300000000000003,Risk-free rate
2002-11-30,4.22,Ten year,3.3,2.8,1.42,Risk-free rate
2002-12-31,3.83,Ten year,3.2,2.8,1.0300000000000002,Risk-free rate
2003-01-31,4,Ten year,3.1,2.7,1.2999999999999998,Risk-free rate
2003-02-28,3.71,Ten year,3.1,2.7,1.0099999999999998,Risk-free rate
2003-03-31,3.83,Ten year,2.9,2.8,1.0300000000000002,Risk-free rate
2003-04-30,3.89,Ten year,3.1,2.7,1.19,Risk-free rate
2003-05-31,3.37,Ten year,3.1,2.8,0.5700000000000003,Risk-free rate
2003-06-30,3.54,Ten year,3,2.7,0.8399999999999999,Risk-free rate
2003-07-31,4.49,Ten year,3.2,2.7,1.79,Risk-free rate
2003-08-31,4.45,Ten year,3,2.7,1.75,Risk-free rate
2003-09-30,3.96,Ten year,3,2.7,1.2599999999999998,Risk-free rate
2003-10-31,4.33,Ten year,3.1,2.8,1.5300000000000002,Risk-free rate
2003-11-30,4.34,Ten year,3.1,2.7,1.6399999999999997,Risk-free rate
2003-12-31,4.27,Ten year,3.1,2.8,1.4699999999999998,Risk-free rate
2004-01-31,4.16,Ten year,3.4,2.8,1.3600000000000003,Risk-free rate
2004-02-29,3.99,Ten year,3.3,2.9,1.0900000000000003,Risk-free rate
2004-03-31,3.86,Ten year,3.4,2.9,0.96,Risk-free rate
2004-04-30,4.53,Ten year,3.2,2.7,1.83,Risk-free rate
2004-05-31,4.66,Ten year,3.3,2.8,1.8600000000000003,Risk-free rate
2004-06-30,4.62,Ten year,3.4,2.9,1.7200000000000002,Risk-free rate
2004-07-31,4.5,Ten year,3.1,2.8,1.7000000000000002,Risk-free rate
2004-08-31,4.13,Ten year,3.1,2.7,1.4299999999999997,Risk-free rate
2004-09-30,4.14,Ten year,3.1,2.8,1.3399999999999999,Risk-free rate
2004-10-31,4.05,Ten year,3.2,2.8,1.25,Risk-free rate
2004-11-30,4.36,Ten year,3.1,2.7,1.6600000000000001,Risk-free rate
