month,yield,series,mean,median,real_yield,series2
1975-03-31,NA,"Real return, after tax, no capital gain",NA,NA,5.694809143618684,Return on capital
1975-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.059566002736672,Return on capital
1975-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.277371203840731,Return on capital
1975-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.383695403691925,Return on capital
1976-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.645050627129856,Return on capital
1976-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.487227139520724,Return on capital
1976-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.417657054056458,Return on capital
1976-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.267120326892428,Return on capital
1977-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.282512624340808,Return on capital
1977-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.73645331420949,Return on capital
1977-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.121998255743178,Return on capital
1977-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.007416635749131,Return on capital
1978-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.758454603925923,Return on capital
1978-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.286411365070067,Return on capital
1978-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.346045320513572,Return on capital
1978-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.306677771595815,Return on capital
1979-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.010726259314937,Return on capital
1979-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.656415028626772,Return on capital
1979-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.280195884991291,Return on capital
1979-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.182968638493147,Return on capital
1980-03-31,NA,"Real return, after tax, no capital gain",NA,NA,5.71289262985859,Return on capital
1980-06-30,NA,"Real return, after tax, no capital gain",NA,NA,5.3554374307952735,Return on capital
1980-09-30,NA,"Real return, after tax, no capital gain",NA,NA,5.379920042653419,Return on capital
1980-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.101171560815777,Return on capital
1981-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.089876670487615,Return on capital
1981-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.2859904821985335,Return on capital
1981-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.8742372169684485,Return on capital
1981-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.576227071920493,Return on capital
1982-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.273227812362836,Return on capital
1982-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.410382516200652,Return on capital
1982-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.181692631745195,Return on capital
1982-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.011309796903519,Return on capital
1983-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.3308892702496955,Return on capital
1983-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.507191919106314,Return on capital
1983-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.808256731263662,Return on capital
1983-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.297531423294612,Return on capital
1984-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.837116409457567,Return on capital
1984-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.032920535912602,Return on capital
1984-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.281758083665292,Return on capital
1984-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.353403474982745,Return on capital
1985-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.212630277171296,Return on capital
1985-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.19042281984741,Return on capital
1985-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.124263562667178,Return on capital
1985-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.665094723077526,Return on capital
1986-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.62417368281334,Return on capital
1986-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.271087984080693,Return on capital
1986-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.827722373298584,Return on capital
1986-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.4659265044318515,Return on capital
1987-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.501591925104955,Return on capital
1987-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.700537916476401,Return on capital
1987-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.011411639582543,Return on capital
1987-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.048689049269918,Return on capital
1988-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.099949174735909,Return on capital
1988-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.037795672446734,Return on capital
1988-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.091158364508021,Return on capital
1988-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.396374994227584,Return on capital
1989-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.219527682448046,Return on capital
1989-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.143585098403915,Return on capital
1989-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.118786978591962,Return on capital
1989-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.647745325224097,Return on capital
1990-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.757033110203747,Return on capital
1990-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.810435535968384,Return on capital
1990-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.304865136216087,Return on capital
1990-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.023590434795456,Return on capital
1991-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.318284207228242,Return on capital
1991-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.2920592603025405,Return on capital
1991-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.228544951274406,Return on capital
1991-12-31,NA,"Real return, after tax, no capital gain",NA,NA,5.95205992007255,Return on capital
1992-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.143848416775821,Return on capital
1992-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.157760918998201,Return on capital
1992-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.026689841778787,Return on capital
1992-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.2524985670761035,Return on capital
1993-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.021151533605407,Return on capital
1993-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.220719435264344,Return on capital
1993-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.279124646498713,Return on capital
1993-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.620592665923231,Return on capital
1994-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.914761654248358,Return on capital
1994-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.9970256391738594,Return on capital
1994-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.125102446222886,Return on capital
1994-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.312684683436088,Return on capital
1995-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.0588756710946,Return on capital
1995-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.156553357336581,Return on capital
1995-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.544554748067278,Return on capital
1995-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.536441048182496,Return on capital
1996-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.744320922666947,Return on capital
1996-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.827857424832452,Return on capital
1996-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.874201674011538,Return on capital
1996-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.17092518382112,Return on capital
1997-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.290614392733819,Return on capital
1997-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.331133118906052,Return on capital
1997-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.689333359591256,Return on capital
1997-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.714266326780162,Return on capital
1998-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.219487658143333,Return on capital
1998-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.329568711814117,Return on capital
1998-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.490853825820931,Return on capital
1998-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.23181856232793,Return on capital
1999-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.289319872716483,Return on capital
1999-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.995845878671015,Return on capital
1999-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.80026566073837,Return on capital
1999-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.645832478071446,Return on capital
2000-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.44060161371729,Return on capital
2000-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.516840740779696,Return on capital
2000-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.57755361428023,Return on capital
2000-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.192748011948891,Return on capital
2001-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.540371764289655,Return on capital
2001-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.612347880672687,Return on capital
2001-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.564004740001273,Return on capital
2001-12-31,NA,"Real return, after tax, no capital gain",NA,NA,6.70695030915005,Return on capital
2002-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.670948426977531,Return on capital
2002-06-30,NA,"Real return, after tax, no capital gain",NA,NA,7.920068683226744,Return on capital
2002-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.868462354367378,Return on capital
2002-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.258546069865869,Return on capital
2003-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.094567412230269,Return on capital
2003-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.204284308515696,Return on capital
2003-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.44703965525726,Return on capital
2003-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.325994839674578,Return on capital
2004-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.687333531488118,Return on capital
2004-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.781939963174379,Return on capital
2004-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.745321875058544,Return on capital
2004-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.703038843728606,Return on capital
2005-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.607143707527221,Return on capital
2005-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.923593876533008,Return on capital
2005-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.820709481764144,Return on capital
2005-12-31,NA,"Real return, after tax, no capital gain",NA,NA,9.340756910450333,Return on capital
2006-03-31,NA,"Real return, after tax, no capital gain",NA,NA,9.2778461828375125,Return on capital
2006-06-30,NA,"Real return, after tax, no capital gain",NA,NA,9.326789415409989,Return on capital
2006-09-30,NA,"Real return, after tax, no capital gain",NA,NA,9.249545546557837,Return on capital
2006-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.666659666789013,Return on capital
2007-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.875645016408117,Return on capital
2007-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.235357734350135,Return on capital
2007-09-30,NA,"Real return, after tax, no capital gain",NA,NA,7.577418511756151,Return on capital
2007-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.0087906212255024,Return on capital
2008-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.781170831429173,Return on capital
2008-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.612689359198987,Return on capital
2008-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.671963880658338,Return on capital
2008-12-31,NA,"Real return, after tax, no capital gain",NA,NA,5.794566700515036,Return on capital
2009-03-31,NA,"Real return, after tax, no capital gain",NA,NA,6.644663926511796,Return on capital
2009-06-30,NA,"Real return, after tax, no capital gain",NA,NA,6.643679361955268,Return on capital
2009-09-30,NA,"Real return, after tax, no capital gain",NA,NA,6.970746769795055,Return on capital
2009-12-31,NA,"Real return, after tax, no capital gain",NA,NA,7.479491440702701,Return on capital
2010-03-31,NA,"Real return, after tax, no capital gain",NA,NA,7.986957302602837,Return on capital
2010-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.044508198303891,Return on capital
2010-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.89839774269554,Return on capital
2010-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.87165942353947,Return on capital
2011-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.111956339245886,Return on capital
2011-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.577111861654906,Return on capital
2011-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.628167172591251,Return on capital
2011-12-31,NA,"Real return, after tax, no capital gain",NA,NA,9.211910452203176,Return on capital
2012-03-31,NA,"Real return, after tax, no capital gain",NA,NA,9.642686483109042,Return on capital
2012-06-30,NA,"Real return, after tax, no capital gain",NA,NA,9.541368217827472,Return on capital
2012-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.95146301546681,Return on capital
2012-12-31,NA,"Real return, after tax, no capital gain",NA,NA,9.01229604011984,Return on capital
2013-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.913902610517898,Return on capital
2013-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.987275158440156,Return on capital
2013-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.928827292666575,Return on capital
2013-12-31,NA,"Real return, after tax, no capital gain",NA,NA,9.162915469747768,Return on capital
2014-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.422731923370709,Return on capital
2014-06-30,NA,"Real return, after tax, no capital gain",NA,NA,9.225225536970829,Return on capital
2014-09-30,NA,"Real return, after tax, no capital gain",NA,NA,9.805621813242691,Return on capital
2014-12-31,NA,"Real return, after tax, no capital gain",NA,NA,9.65975405418986,Return on capital
2015-03-31,NA,"Real return, after tax, no capital gain",NA,NA,9.23933887373849,Return on capital
2015-06-30,NA,"Real return, after tax, no capital gain",NA,NA,9.301319247665752,Return on capital
2015-09-30,NA,"Real return, after tax, no capital gain",NA,NA,9.135817983184324,Return on capital
2015-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.931476020823382,Return on capital
2016-03-31,NA,"Real return, after tax, no capital gain",NA,NA,9.036422145355738,Return on capital
2016-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.691422286829642,Return on capital
2016-09-30,NA,"Real return, after tax, no capital gain",NA,NA,8.608194817093008,Return on capital
2016-12-31,NA,"Real return, after tax, no capital gain",NA,NA,8.699842322032447,Return on capital
2017-03-31,NA,"Real return, after tax, no capital gain",NA,NA,9.205461612033616,Return on capital
2017-06-30,NA,"Real return, after tax, no capital gain",NA,NA,9.170236533895991,Return on capital
2017-09-30,NA,"Real return, after tax, no capital gain",NA,NA,9.00230384345464,Return on capital
2017-12-31,NA,"Real return, after tax, no capital gain",NA,NA,9.040647182847229,Return on capital
2018-03-31,NA,"Real return, after tax, no capital gain",NA,NA,9.436970656505949,Return on capital
2018-06-30,NA,"Real return, after tax, no capital gain",NA,NA,9.358775214115589,Return on capital
2018-09-30,NA,"Real return, after tax, no capital gain",NA,NA,9.673430019058117,Return on capital
2018-12-31,NA,"Real return, after tax, no capital gain",NA,NA,9.741844261329046,Return on capital
2019-03-31,NA,"Real return, after tax, no capital gain",NA,NA,9.36888270281928,Return on capital
2019-06-30,NA,"Real return, after tax, no capital gain",NA,NA,9.40078516777547,Return on capital
2019-09-30,NA,"Real return, after tax, no capital gain",NA,NA,9.410852948747772,Return on capital
2019-12-31,NA,"Real return, after tax, no capital gain",NA,NA,9.393950316985666,Return on capital
2020-03-31,NA,"Real return, after tax, no capital gain",NA,NA,8.753114871990508,Return on capital
2020-06-30,NA,"Real return, after tax, no capital gain",NA,NA,8.256801584754081,Return on capital
2020-09-30,NA,"Real return, after tax, no capital gain",NA,NA,10.112351696337797,Return on capital
2020-12-31,NA,"Real return, after tax, no capital gain",NA,NA,9.59425784594272,Return on capital
2021-03-31,NA,"Real return, after tax, no capital gain",NA,NA,10.08431248323587,Return on capital
2021-06-30,NA,"Real return, after tax, no capital gain",NA,NA,10.790863726332912,Return on capital
2021-09-30,NA,"Real return, after tax, no capital gain",NA,NA,10.692128559374869,Return on capital
2021-12-31,NA,"Real return, after tax, no capital gain",NA,NA,10.41931322352967,Return on capital
2022-03-31,NA,"Real return, after tax, no capital gain",NA,NA,9.856596110800163,Return on capital
2022-06-30,NA,"Real return, after tax, no capital gain",NA,NA,10.215540372076417,Return on capital
1980-03-31,NA,Excess return,NA,NA,0.11289262985858883,Excess return
1980-06-30,NA,Excess return,NA,NA,5.365437430795273,Excess return
1980-09-30,NA,Excess return,NA,NA,2.1899200426534193,Excess return
1980-12-31,NA,Excess return,NA,NA,1.9411715608157767,Excess return
1981-03-31,NA,Excess return,NA,NA,0.23987667048761452,Excess return
1981-06-30,NA,Excess return,NA,NA,-1.484009517801466,Excess return
1981-09-30,NA,Excess return,NA,NA,-2.8657627830315517,Excess return
1981-12-31,NA,Excess return,NA,NA,-1.4737729280795078,Excess return
1982-03-31,NA,Excess return,NA,NA,-3.8267721876371654,Excess return
1982-06-30,NA,Excess return,NA,NA,-3.329617483799348,Excess return
1982-09-30,NA,Excess return,NA,NA,0.421692631745195,Excess return
1982-12-31,NA,Excess return,NA,NA,1.0313097969035194,Excess return
1983-03-31,NA,Excess return,NA,NA,-1.2091107297503045,Excess return
1983-06-30,NA,Excess return,NA,NA,0.0071919191063152255,Excess return
1983-09-30,NA,Excess return,NA,NA,0.2182567312636614,Excess return
1983-12-31,NA,Excess return,NA,NA,0.717531423294612,Excess return
1984-03-31,NA,Excess return,NA,NA,0.437116409457567,Excess return
1984-06-30,NA,Excess return,NA,NA,-0.06707946408739929,Excess return
1984-09-30,NA,Excess return,NA,NA,-0.14824191633470818,Excess return
1984-12-31,NA,Excess return,NA,NA,2.433403474982744,Excess return
1985-03-31,NA,Excess return,NA,NA,1.7226302771712962,Excess return
1985-06-30,NA,Excess return,NA,NA,3.880422819847409,Excess return
1985-09-30,NA,Excess return,NA,NA,3.034263562667178,Excess return
1985-12-31,NA,Excess return,NA,NA,3.565094723077526,Excess return
1986-03-31,NA,Excess return,NA,NA,3.20417368281334,Excess return
1986-06-30,NA,Excess return,NA,NA,3.761087984080693,Excess return
1986-09-30,NA,Excess return,NA,NA,3.9077223732985833,Excess return
1986-12-31,NA,Excess return,NA,NA,3.5159265044318513,Excess return
1987-03-31,NA,Excess return,NA,NA,3.3515919251049544,Excess return
1987-06-30,NA,Excess return,NA,NA,3.2305379164764014,Excess return
1987-09-30,NA,Excess return,NA,NA,2.0914116395825433,Excess return
1987-12-31,NA,Excess return,NA,NA,3.048689049269919,Excess return
1988-03-31,NA,Excess return,NA,NA,3.5399491747359093,Excess return
1988-06-30,NA,Excess return,NA,NA,3.237795672446734,Excess return
1988-09-30,NA,Excess return,NA,NA,2.8611583645080207,Excess return
1988-12-31,NA,Excess return,NA,NA,2.2763749942275844,Excess return
1989-03-31,NA,Excess return,NA,NA,1.2795276824480455,Excess return
1989-06-30,NA,Excess return,NA,NA,2.8235850984039157,Excess return
1989-09-30,NA,Excess return,NA,NA,2.038786978591962,Excess return
1989-12-31,NA,Excess return,NA,NA,2.387745325224097,Excess return
1990-03-31,NA,Excess return,NA,NA,2.107033110203748,Excess return
1990-06-30,NA,Excess return,NA,NA,2.5604355359683835,Excess return
1990-09-30,NA,Excess return,NA,NA,3.3148651362160866,Excess return
1990-12-31,NA,Excess return,NA,NA,3.903590434795456,Excess return
1991-03-31,NA,Excess return,NA,NA,3.3382842072282415,Excess return
1991-06-30,NA,Excess return,NA,NA,3.27205926030254,Excess return
1991-09-30,NA,Excess return,NA,NA,3.8085449512744063,Excess return
1991-12-31,NA,Excess return,NA,NA,4.53205992007255,Excess return
1992-03-31,NA,Excess return,NA,NA,4.203848416775822,Excess return
1992-06-30,NA,Excess return,NA,NA,5.207760918998201,Excess return
1992-09-30,NA,Excess return,NA,NA,5.966689841778788,Excess return
1992-12-31,NA,Excess return,NA,NA,5.442498567076104,Excess return
1993-03-31,NA,Excess return,NA,NA,5.801151533605407,Excess return
1993-06-30,NA,Excess return,NA,NA,6.270719435264343,Excess return
1993-09-30,NA,Excess return,NA,NA,5.889124646498713,Excess return
1993-12-31,NA,Excess return,NA,NA,5.990592665923231,Excess return
1994-03-31,NA,Excess return,NA,NA,5.414761654248358,Excess return
1994-06-30,NA,Excess return,NA,NA,4.18702563917386,Excess return
1994-09-30,NA,Excess return,NA,NA,4.565102446222886,Excess return
1994-12-31,NA,Excess return,NA,NA,3.112684683436088,Excess return
1995-03-31,NA,Excess return,NA,NA,3.7688756710946,Excess return
1995-06-30,NA,Excess return,NA,NA,4.4065533573365805,Excess return
1995-09-30,NA,Excess return,NA,NA,4.694554748067278,Excess return
1995-12-31,NA,Excess return,NA,NA,5.056441048182497,Excess return
1996-03-31,NA,Excess return,NA,NA,5.234320922666948,Excess return
1996-06-30,NA,Excess return,NA,NA,5.027857424832451,Excess return
1996-09-30,NA,Excess return,NA,NA,5.364201674011539,Excess return
1996-12-31,NA,Excess return,NA,NA,5.660925183821121,Excess return
1997-03-31,NA,Excess return,NA,NA,5.070614392733819,Excess return
1997-06-30,NA,Excess return,NA,NA,5.461133118906052,Excess return
1997-09-30,NA,Excess return,NA,NA,6.019333359591256,Excess return
1997-12-31,NA,Excess return,NA,NA,6.004266326780162,Excess return
1998-03-31,NA,Excess return,NA,NA,5.309487658143333,Excess return
1998-06-30,NA,Excess return,NA,NA,5.649568711814117,Excess return
1998-09-30,NA,Excess return,NA,NA,6.380853825820931,Excess return
1998-12-31,NA,Excess return,NA,NA,6.20181856232793,Excess return
1999-03-31,NA,Excess return,NA,NA,6.269319872716483,Excess return
1999-06-30,NA,Excess return,NA,NA,5.425845878671015,Excess return
1999-09-30,NA,Excess return,NA,NA,5.280265660738371,Excess return
1999-12-31,NA,Excess return,NA,NA,4.6658324780714455,Excess return
2000-03-31,NA,Excess return,NA,NA,4.36060161371729,Excess return
2000-06-30,NA,Excess return,NA,NA,4.336840740779696,Excess return
2000-09-30,NA,Excess return,NA,NA,4.40755361428023,Excess return
2000-12-31,NA,Excess return,NA,NA,4.67274801194889,Excess return
2001-03-31,NA,Excess return,NA,NA,6.250371764289655,Excess return
2001-06-30,NA,Excess return,NA,NA,6.892347880672688,Excess return
2001-09-30,NA,Excess return,NA,NA,7.874004740001273,Excess return
2001-12-31,NA,Excess return,NA,NA,6.33695030915005,Excess return
2002-03-31,NA,Excess return,NA,NA,7.670948426977531,Excess return
2002-06-30,NA,Excess return,NA,NA,8.560068683226744,Excess return
2002-09-30,NA,Excess return,NA,NA,8.838462354367378,Excess return
2002-12-31,NA,Excess return,NA,NA,9.438546069865868,Excess return
2003-03-31,NA,Excess return,NA,NA,10.00456741223027,Excess return
2003-06-30,NA,Excess return,NA,NA,9.214284308515696,Excess return
2003-09-30,NA,Excess return,NA,NA,10.09703965525726,Excess return
2003-12-31,NA,Excess return,NA,NA,9.665994839674578,Excess return
2004-03-31,NA,Excess return,NA,NA,10.387333531488117,Excess return
2004-06-30,NA,Excess return,NA,NA,9.991939963174378,Excess return
2004-09-30,NA,Excess return,NA,NA,9.335321875058543,Excess return
2004-12-31,NA,Excess return,NA,NA,8.953038843728606,Excess return
2005-03-31,NA,Excess return,NA,NA,8.457143707527221,Excess return
2005-06-30,NA,Excess return,NA,NA,8.673593876533008,Excess return
2005-09-30,NA,Excess return,NA,NA,9.110709481764143,Excess return
2005-12-31,NA,Excess return,NA,NA,8.060756910450333,Excess return
2006-03-31,NA,Excess return,NA,NA,7.457846182837512,Excess return
2006-06-30,NA,Excess return,NA,NA,7.416789415409989,Excess return
2006-09-30,NA,Excess return,NA,NA,7.439545546557836,Excess return
2006-12-31,NA,Excess return,NA,NA,6.566659666789013,Excess return
2007-03-31,NA,Excess return,NA,NA,5.975645016408117,Excess return
2007-06-30,NA,Excess return,NA,NA,6.725357734350135,Excess return
2007-09-30,NA,Excess return,NA,NA,6.627418511756151,Excess return
2007-12-31,NA,Excess return,NA,NA,7.068790621225503,Excess return
2008-03-31,NA,Excess return,NA,NA,9.531170831429172,Excess return
2008-06-30,NA,Excess return,NA,NA,9.352689359198987,Excess return
2008-09-30,NA,Excess return,NA,NA,9.191963880658339,Excess return
2008-12-31,NA,Excess return,NA,NA,7.124566700515036,Excess return
2009-03-31,NA,Excess return,NA,NA,8.074663926511796,Excess return
2009-06-30,NA,Excess return,NA,NA,9.183679361955267,Excess return
2009-09-30,NA,Excess return,NA,NA,8.770746769795055,Excess return
2009-12-31,NA,Excess return,NA,NA,9.509491440702702,Excess return
2010-03-31,NA,Excess return,NA,NA,10.276957302602838,Excess return
2010-06-30,NA,Excess return,NA,NA,10.524508198303892,Excess return
2010-09-30,NA,Excess return,NA,NA,10.82839774269554,Excess return
2010-12-31,NA,Excess return,NA,NA,11.58165942353947,Excess return
2011-03-31,NA,Excess return,NA,NA,12.411956339245886,Excess return
2011-06-30,NA,Excess return,NA,NA,12.187111861654905,Excess return
2011-09-30,NA,Excess return,NA,NA,11.798167172591251,Excess return
2011-12-31,NA,Excess return,NA,NA,12.191910452203176,Excess return
2012-03-31,NA,Excess return,NA,NA,13.352686483109043,Excess return
2012-06-30,NA,Excess return,NA,NA,12.431368217827472,Excess return
2012-09-30,NA,Excess return,NA,NA,12.08146301546681,Excess return
2012-12-31,NA,Excess return,NA,NA,12.052296040119842,Excess return
2013-03-31,NA,Excess return,NA,NA,11.973902610517898,Excess return
2013-06-30,NA,Excess return,NA,NA,11.837275158440155,Excess return
2013-09-30,NA,Excess return,NA,NA,12.128827292666575,Excess return
2013-12-31,NA,Excess return,NA,NA,12.032915469747767,Excess return
2014-03-31,NA,Excess return,NA,NA,11.492731923370709,Excess return
2014-06-30,NA,Excess return,NA,NA,12.215225536970829,Excess return
2014-09-30,NA,Excess return,NA,NA,12.675621813242692,Excess return
2014-12-31,NA,Excess return,NA,NA,12.209754054189858,Excess return
2015-03-31,NA,Excess return,NA,NA,11.97933887373849,Excess return
2015-06-30,NA,Excess return,NA,NA,11.721319247665752,Excess return
2015-09-30,NA,Excess return,NA,NA,11.605817983184323,Excess return
2015-12-31,NA,Excess return,NA,NA,10.881476020823381,Excess return
2016-03-31,NA,Excess return,NA,NA,11.14642214535574,Excess return
2016-06-30,NA,Excess return,NA,NA,10.841422286829642,Excess return
2016-09-30,NA,Excess return,NA,NA,10.418194817093008,Excess return
2016-12-31,NA,Excess return,NA,NA,10.049842322032447,Excess return
2017-03-31,NA,Excess return,NA,NA,10.675461612033617,Excess return
2017-06-30,NA,Excess return,NA,NA,10.530236533895991,Excess return
2017-09-30,NA,Excess return,NA,NA,10.392303843454641,Excess return
2017-12-31,NA,Excess return,NA,NA,9.980647182847228,Excess return
2018-03-31,NA,Excess return,NA,NA,10.14697065650595,Excess return
2018-06-30,NA,Excess return,NA,NA,10.028775214115589,Excess return
2018-09-30,NA,Excess return,NA,NA,9.783430019058116,Excess return
2018-12-31,NA,Excess return,NA,NA,9.811844261329046,Excess return
2019-03-31,NA,Excess return,NA,NA,9.468882702819279,Excess return
2019-06-30,NA,Excess return,NA,NA,10.180785167775472,Excess return
